iter	RMSE
270	0.4381884533
271	0.4381515063
272	0.4379679288
273	0.4378177127
274	0.4377817073
275	0.4376611794
276	0.437625882
277	0.4375918236
278	0.4375585264
279	0.4375259472
280	0.4374390789
281	0.4374074637
282	0.4372001321
283	0.4371531191
284	0.4370433261
285	0.4370125766
286	0.4369444223
287	0.4366413952
288	0.4358903803
289	0.4357334845
290	0.4356759871
291	0.4353651484
292	0.4353303011
293	0.4352643875
294	0.4349751016
295	0.4348935096
296	0.4347427673
297	0.4345873383
298	0.4345559075
299	0.4341765864
300	0.4341145742
301	0.4340435314
302	0.4338773186
303	0.4336873182
304	0.4334866794
305	0.4333840676
306	0.4333368648
307	0.4333061135
308	0.4332011847
309	0.4331524752
310	0.4330914592
311	0.4330612181
312	0.4326759577
313	0.4326289237
314	0.4325718816
315	0.4325375574
316	0.4324103238
317	0.4322148656
318	0.4321723882
319	0.4321419694
320	0.4320813681
321	0.4320382954
322	0.4320085253
323	0.4319794714
324	0.4319409048
325	0.4319129012
326	0.4316099463
327	0.4315824934
328	0.4315556413
329	0.4315293641
330	0.4315036452
331	0.4314261801
332	0.4310527667
333	0.4309842741
334	0.4306901031
335	0.4306647144
336	0.4303689177
337	0.4303156347
338	0.4300007859
339	0.4299727457
340	0.4299454529
341	0.4296757236
342	0.4296491249
343	0.4296058142
344	0.4295722842
345	0.4295468553
346	0.4295220049
347	0.4294976631
348	0.429331678
349	0.4293078703
350	0.4291410808
351	0.4287151353
352	0.4286038251
353	0.4285803398
354	0.4284519733
355	0.4284290161
356	0.4283918408
357	0.4281193603
358	0.4280631018
359	0.4279792393
360	0.4278596421
361	0.4276920605
362	0.4276388741
363	0.4276042857
364	0.4274097384
365	0.4273704182
366	0.4271719032
367	0.4271355578
368	0.4271021213
369	0.4270436637
370	0.4270188415
371	0.4267569413
372	0.4267328214
373	0.4267092209
374	0.4266860405
375	0.4266635457
376	0.4266413443
377	0.4266197012
378	0.4265985326
379	0.4265771455
380	0.4264857038
381	0.4260921555
382	0.4260717026
383	0.4258000426
384	0.425768324
385	0.4257213777
386	0.4255457582
387	0.425384708
388	0.4252086503
389	0.4250501792
390	0.4249996724
391	0.4248473895
392	0.4246097899
393	0.4245732
394	0.4243844551
395	0.4243012444
396	0.4242810059
397	0.4241824496
398	0.4241012
399	0.4240117444
400	0.4239234236
401	0.423903588
402	0.4238340133
403	0.4236982142
404	0.4236228675
405	0.4235923293
406	0.4234835938
407	0.4234391584
408	0.4233128802
409	0.4229679008
410	0.4229202076
411	0.4226843601
412	0.4226551374
413	0.4223718893
414	0.4223197329
415	0.4222846434
416	0.4222638097
417	0.4220572433
418	0.4220370198
419	0.4219966973
420	0.4219251774
421	0.4215928503
422	0.4215730111
423	0.4215295397
424	0.4213575783
425	0.4213380468
426	0.4210525504
427	0.4207884868
428	0.4207688747
429	0.4205629499
430	0.4205435393
431	0.4204890092
432	0.4204249169
433	0.4204060619
434	0.4203321338
435	0.4203038599
436	0.4200468313
437	0.4199783878
438	0.4198677837
439	0.4198374668
440	0.4198188907
441	0.4197711662
442	0.4197530619
443	0.4194434707
444	0.4192072466
445	0.4189858561
446	0.4189467699
447	0.4187150618
448	0.4186163066
449	0.4185035429
450	0.4184340941
451	0.4183291444
452	0.4180023135
453	0.4178178007
454	0.4177903981
455	0.417752718
456	0.4177262632
457	0.417642457
458	0.4174932839
459	0.4174750443
460	0.4174030269
461	0.4173691823
462	0.4173511959
463	0.4173171202
464	0.4170470887
465	0.416803485
466	0.4166873064
467	0.4166485002
468	0.4166231705
469	0.4166053423
470	0.4165741358
471	0.4165565852
472	0.4165332549
473	0.4164256388
474	0.4160169292
475	0.4156922596
476	0.4153104745
477	0.4152931215
478	0.4151455085
479	0.4150445949
480	0.4150039043
481	0.4147941603
482	0.4146393246
483	0.4145766872
484	0.4140969906
485	0.4140444927
486	0.4140273127
487	0.4139733019
488	0.4138988452
489	0.4138326983
490	0.4137692203
491	0.4137522731
492	0.4136910541
493	0.4136743061
494	0.4132454345
495	0.4132112522
496	0.4130377806
497	0.413006501
498	0.4129896625
499	0.4129733137
500	0.4127706494
501	0.4127365476
502	0.41272037
503	0.4125695843
504	0.4125536062
505	0.412487985
506	0.4124640864
507	0.4123483581
508	0.412332596
509	0.4122826726
510	0.4121598283
511	0.4119423899
512	0.4119262858
513	0.4119102283
514	0.4118665422
515	0.411655248
516	0.4116395434
517	0.4116241826
518	0.4116091375
519	0.4115943474
520	0.4115798179
521	0.4113780492
522	0.4113637642
523	0.4113379795
524	0.4113239957
525	0.411043597
526	0.4109128801
527	0.4108366126
528	0.410731314
529	0.4107088781
530	0.4105242709
531	0.4104807459
532	0.4102518148
533	0.4100707235
534	0.410045481
535	0.4099534813
536	0.4099302089
537	0.4098121966
538	0.4097983176
539	0.4094677718
540	0.4092116662
541	0.409167866
542	0.4091341047
543	0.4089960501
544	0.4088912782
545	0.4088772321
546	0.4088532565
547	0.4088127659
548	0.4087985895
549	0.408777166
550	0.4086350372
551	0.4084956413
552	0.4084391535
553	0.4083382277
554	0.4083242805
555	0.4082979224
556	0.408284678
557	0.4082586548
558	0.4082448839
559	0.4082319475
560	0.4082110853
561	0.4081096378
562	0.4080729945
563	0.408000347
564	0.4079123743
565	0.407882443
566	0.4078592654
567	0.4078200068
568	0.4075998117
569	0.4074905641
570	0.407477177
571	0.4073054264
572	0.4072152682
573	0.4071563225
574	0.4071431143
575	0.407117352
576	0.4070813121
577	0.4070579864
578	0.4069677151
579	0.4068512428
580	0.4068382046
581	0.4067881618
582	0.4067752442
583	0.406762452
584	0.4067504215
585	0.406726459
586	0.406629755
587	0.4066104096
588	0.40627294
589	0.4060795865
590	0.4060343179
591	0.4060218298
592	0.4060094941
593	0.4059704554
594	0.4059418912
595	0.4058301002
596	0.4058184557
597	0.4057620193
598	0.4057312976
599	0.4057061597
600	0.4056845014
601	0.4056578939
602	0.405601719
603	0.4055323038
604	0.4055009679
605	0.4054823781
606	0.4054703011
607	0.4052787245
608	0.4052667725
609	0.4050772056
610	0.4049623944
611	0.4048163705
612	0.4046581182
613	0.4045069016
614	0.4044956684
615	0.4044654245
616	0.404337108
617	0.4042854116
618	0.4042598559
619	0.4042399763
620	0.4042283315
621	0.4041682693
622	0.4041168166
623	0.4041050154
624	0.4040821435
625	0.403937522
626	0.4038974813
627	0.4038482303
628	0.4038367412
629	0.4038205473
630	0.4037761931
631	0.4037648961
632	0.4037158035
633	0.4036969652
634	0.4036721413
635	0.403652101
636	0.4036409389
637	0.4035861077
638	0.4035750588
639	0.4035641199
640	0.403439171
641	0.4034286354
642	0.4030709385
643	0.4028505004
644	0.4028241145
645	0.4028133247
646	0.4027367324
647	0.4027112463
648	0.4026706867
649	0.4023573621
650	0.402285882
651	0.4022730994
652	0.4020628227
653	0.4020520908
654	0.4020315823
655	0.4019634049
656	0.4019445775
657	0.4019258075
658	0.4019101816
659	0.401891447
660	0.4017370843
661	0.4017265508
662	0.4017165023
663	0.4015390084
664	0.4014486606
665	0.4013740038
666	0.4012863536
667	0.4012700157
668	0.4012489211
669	0.401231204
670	0.4012209913
671	0.4011731858
672	0.4010913851
673	0.4009974202
674	0.4009662208
675	0.4009512091
676	0.4009287742
677	0.4009184155
678	0.4009000486
679	0.4006184528
680	0.4005153789
681	0.4005053178
682	0.4004644584
683	0.400370471
684	0.4002969944
685	0.4002823421
686	0.4002724118
687	0.4002584338
688	0.400211159
689	0.400201368
690	0.4000797237
691	0.4000704319
692	0.4000137935
693	0.3999191151
694	0.399909479
695	0.3998999324
696	0.3998779554
697	0.3998554059
698	0.39974723
699	0.3996343148
700	0.3996252198
701	0.3995948456
702	0.3995771973
703	0.3993956858
704	0.3993431535
705	0.3993337963
706	0.3993205653
707	0.3991696034
708	0.399148248
709	0.3991388522
710	0.3991142378
711	0.3990310469
712	0.3989191416
713	0.3987344538
714	0.3987256268
715	0.398716453
716	0.3986549794
717	0.398462134
718	0.3984530791
719	0.3984438775
720	0.398378857
721	0.3981283255
722	0.3979653144
723	0.3979347293
724	0.3979263797
725	0.3977758172
726	0.397613928
727	0.3976051528
728	0.3975942513
729	0.3974522973
730	0.3973947895
731	0.3973767922
732	0.397267745
733	0.3971450903
734	0.3971224181
735	0.3970977542
736	0.3970895815
737	0.3970536457
738	0.3969806135
739	0.3968898596
740	0.3968163124
741	0.3968076605
742	0.3967936528
743	0.3967781355
744	0.3965477009
745	0.3964076867
746	0.3963413513
747	0.3963327828
748	0.3963249173
749	0.3963071414
750	0.3962863405
751	0.3961703712
752	0.3960158445
753	0.3960074343
754	0.3957967897
755	0.3956702045
756	0.3956189935
757	0.3955783156
758	0.3955642739
759	0.3955523393
760	0.3955279791
761	0.3955153907
762	0.3955071103
763	0.3954895979
764	0.3953989766
765	0.3953796711
766	0.3953671733
767	0.3953595361
768	0.3952460403
769	0.3951679872
770	0.3951516714
771	0.3951055833
772	0.3949620991
773	0.3948730001
774	0.3948014537
775	0.3947793076
776	0.3946180539
777	0.3946098005
778	0.3946016449
779	0.3945411924
780	0.3945331847
781	0.394525196
782	0.3945172847
783	0.3943658526
784	0.3942185452
785	0.394114251
786	0.3940439934
787	0.3939557572
788	0.3939404523
789	0.3939326001
790	0.3938500386
791	0.3937897744
792	0.3937815639
793	0.3937174537
794	0.3936146707
795	0.3935276869
796	0.3935206858
797	0.3934651332
798	0.3934570521
799	0.3934407205
800	0.3933532399
801	0.3933415244
802	0.3931268622
803	0.3930998662
804	0.3930920233
805	0.3929184756
806	0.3929109854
807	0.392903997
808	0.3928045295
809	0.3927859954
810	0.3927786237
811	0.3927497838
812	0.392688548
813	0.3926813521
